date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
24/09/2021,2,4,6,11,16,18,27,28,37,40,40,42,43,45,45,52,69,72,74,74,78,86,89,90,92,95,96
23/09/2021,0,5,7,10,19,19,34,36,39,42,43,49,50,56,56,58,61,63,67,72,73,77,83,85,91,91,96
22/09/2021,1,3,7,9,12,13,18,25,30,31,31,42,43,56,59,68,69,69,69,71,73,73,80,81,86,93,99
21/09/2021,1,8,12,13,18,19,24,25,28,29,30,36,42,45,55,61,62,67,72,72,77,83,83,83,84,91,94
20/09/2021,0,0,10,12,17,18,19,19,19,20,23,24,30,31,34,39,60,63,65,66,68,70,74,82,85,91,96
19/09/2021,0,1,3,4,9,12,17,18,18,19,28,32,36,41,42,56,57,65,69,69,70,71,78,80,81,90,99
18/09/2021,1,2,3,6,10,14,17,36,39,43,44,45,47,47,49,51,52,59,65,65,67,71,74,78,83,83,89
17/09/2021,5,10,15,19,29,30,30,32,41,49,51,53,58,60,66,67,75,76,77,78,78,79,79,89,90,94,99
16/09/2021,0,7,19,23,30,30,30,32,32,39,42,43,43,47,48,59,63,65,71,75,82,82,84,93,94,97,97
15/09/2021,4,6,12,14,17,25,30,34,37,39,40,42,42,47,50,57,62,65,66,70,78,81,82,82,88,92,95
14/09/2021,0,4,8,10,10,14,21,26,31,38,49,50,52,52,55,59,60,64,67,71,74,76,79,82,84,84,84
13/09/2021,1,8,9,13,23,27,30,32,32,34,35,46,46,48,57,61,64,72,76,83,84,84,84,90,91,98,99
12/09/2021,0,8,8,11,13,13,26,30,36,44,47,49,50,51,53,61,65,73,83,83,83,84,85,96,98,98,98
11/09/2021,9,11,13,19,19,25,38,39,42,45,47,47,51,53,54,58,63,70,73,77,80,84,85,92,94,95,96
10/09/2021,1,8,11,16,19,22,28,28,28,29,38,41,43,47,49,57,60,61,62,66,67,68,73,75,76,86,93
09/09/2021,4,12,17,24,26,27,31,40,41,50,50,55,58,62,62,65,68,71,78,81,84,86,88,89,94,95,95
08/09/2021,5,7,8,12,13,18,19,29,35,38,41,45,45,50,51,52,58,63,77,79,81,82,87,92,96,99,99
07/09/2021,1,4,5,8,15,19,22,25,27,35,36,37,40,41,45,56,65,65,67,68,68,69,70,75,76,84,92
06/09/2021,2,3,4,10,12,15,19,27,28,36,40,46,50,65,67,69,71,74,75,81,83,83,86,88,92,92,93
05/09/2021,5,6,8,10,10,11,21,31,33,37,41,42,47,51,51,53,61,65,66,70,76,80,83,89,91,95,97
04/09/2021,6,11,11,11,12,21,35,36,38,39,42,45,55,55,56,58,60,63,66,70,75,77,80,86,87,94,97
03/09/2021,7,9,13,16,19,22,24,24,24,24,25,27,46,54,55,60,63,74,74,80,80,81,83,85,86,88,96
02/09/2021,2,9,19,27,31,31,33,34,38,39,40,41,41,43,48,51,53,55,64,70,75,77,86,87,88,90,93
01/09/2021,0,6,7,7,15,18,21,25,27,28,36,38,56,66,67,68,69,71,72,72,78,79,84,85,90,94,94
31/08/2021,9,11,20,24,29,30,33,35,37,40,45,50,52,55,57,60,64,66,70,73,80,86,92,93,94,96,97
30/08/2021,9,23,25,26,29,32,34,43,45,45,45,48,49,59,69,72,73,74,74,82,84,85,86,88,88,92,98
29/08/2021,6,9,10,11,20,20,23,24,25,35,37,43,55,56,60,62,63,63,67,67,71,78,81,87,96,97,98
28/08/2021,1,9,17,17,20,23,24,30,31,38,38,41,45,56,61,61,62,63,64,68,74,78,80,84,84,84,98
27/08/2021,0,6,9,12,13,26,27,40,45,45,54,54,58,59,59,65,65,76,79,79,80,84,86,87,90,95,99
26/08/2021,6,13,22,22,24,27,28,31,34,36,40,46,47,54,54,55,58,60,70,70,78,84,87,88,89,91,96
25/08/2021,5,5,11,12,18,27,27,30,32,35,39,47,49,51,54,58,60,70,78,78,83,85,86,89,90,90,96
24/08/2021,2,4,10,11,14,17,18,18,24,27,45,46,48,51,57,58,60,60,65,69,70,81,86,89,91,93,99
23/08/2021,2,11,28,29,31,32,36,38,44,45,45,47,50,58,63,66,66,68,70,70,74,76,80,82,85,91,96
22/08/2021,1,6,6,10,11,11,16,18,28,30,34,35,37,59,62,63,66,69,70,72,75,83,85,90,92,97,97
21/08/2021,0,1,3,12,12,14,14,15,19,27,28,32,36,40,41,44,46,47,56,57,64,74,78,79,84,91,94
20/08/2021,1,8,13,17,18,19,27,31,38,41,54,55,57,59,60,68,70,71,71,80,82,87,90,93,93,95,99
19/08/2021,2,4,5,6,7,8,8,11,23,27,37,44,48,49,57,65,67,74,75,76,83,86,86,86,93,96,99
18/08/2021,0,0,2,2,11,12,14,20,26,36,39,43,43,57,59,59,66,68,68,73,73,74,82,84,86,87,93
17/08/2021,2,2,2,4,6,9,21,24,26,35,36,40,41,46,54,57,62,63,69,72,73,75,86,89,91,95,97
16/08/2021,5,7,9,11,19,22,29,31,34,35,39,41,50,63,64,70,71,73,78,80,83,87,89,90,95,96,97
15/08/2021,2,4,11,15,18,21,24,29,36,41,45,57,61,61,63,67,69,70,70,78,90,93,94,97,98,99,99
14/08/2021,0,1,3,10,16,19,20,22,36,37,40,41,42,45,46,53,55,57,67,83,86,86,91,91,93,94,98
13/08/2021,4,4,5,17,27,27,29,30,30,31,33,34,43,44,51,53,60,67,68,69,71,76,86,86,88,93,98
12/08/2021,2,2,6,7,11,14,14,32,34,35,37,42,47,48,51,51,58,60,64,66,68,70,81,83,90,95,98
11/08/2021,0,4,6,20,22,23,24,26,27,31,46,50,51,51,53,55,59,65,67,73,74,81,83,87,87,91,93
10/08/2021,1,1,3,4,15,26,30,34,36,46,50,51,53,57,59,66,69,71,75,82,85,88,88,89,90,91,95
09/08/2021,20,23,26,28,30,32,33,35,36,39,44,49,51,53,55,55,59,59,61,74,76,82,90,96,97,98,98
08/08/2021,3,7,14,15,16,24,28,29,33,39,41,41,43,51,55,55,63,63,67,80,82,85,85,92,97,98,99
07/08/2021,0,0,7,17,17,18,20,20,20,21,25,31,33,34,57,63,75,77,79,82,84,86,92,93,94,96,99
06/08/2021,0,4,13,19,24,26,28,29,35,38,46,46,47,52,55,55,58,63,65,67,69,71,76,79,80,84,98
05/08/2021,1,2,3,5,13,15,17,29,43,51,56,56,58,63,64,66,68,69,72,74,75,78,81,83,85,93,98
04/08/2021,2,12,13,13,14,15,19,19,21,29,32,40,41,45,47,48,50,51,53,66,73,74,79,83,84,85,89
03/08/2021,1,4,5,7,13,13,20,31,32,39,42,45,45,53,55,61,66,69,75,80,81,83,83,93,96,96,99
02/08/2021,2,3,4,9,12,12,14,15,16,24,25,40,47,50,53,57,59,70,73,73,78,81,81,82,82,91,91
01/08/2021,2,2,2,5,10,15,15,20,21,22,25,26,31,33,48,50,59,62,63,63,70,81,85,86,90,98,99
31/07/2021,6,11,14,14,15,19,21,26,27,30,37,38,39,41,47,58,66,71,75,80,82,82,84,85,88,88,96
30/07/2021,7,15,15,18,21,27,28,29,35,35,36,43,50,50,53,54,55,59,63,65,66,68,72,72,79,82,86
29/07/2021,6,8,9,12,15,16,17,26,33,36,37,37,44,50,52,58,69,71,72,76,79,84,85,90,91,92,94
28/07/2021,13,15,20,22,23,25,28,31,31,39,39,42,42,46,46,52,55,61,62,66,68,71,75,82,84,98,99
27/07/2021,2,3,7,8,25,29,35,44,53,55,63,64,67,71,74,77,77,82,84,86,86,87,92,96,96,97,98
26/07/2021,3,8,12,14,15,21,24,30,31,33,36,39,54,60,63,64,67,76,77,78,80,84,87,88,90,91,96
25/07/2021,3,5,8,9,14,19,25,34,35,42,43,52,52,56,56,56,59,71,73,73,80,80,94,95,96,98,99
24/07/2021,0,2,8,11,16,17,19,22,35,39,44,45,48,55,60,63,63,69,75,75,83,85,92,96,96,97,99
23/07/2021,1,2,3,24,24,29,30,32,34,35,38,38,40,43,44,47,48,66,66,72,75,78,84,85,96,97,99
22/07/2021,0,3,10,10,10,13,14,20,23,27,31,33,46,46,49,63,66,66,70,71,74,77,79,88,93,96,97
21/07/2021,2,4,6,11,18,31,32,33,36,36,37,46,52,53,56,63,68,75,81,82,84,88,88,90,93,96,99
20/07/2021,0,2,17,18,22,22,36,37,38,42,45,50,52,55,56,62,68,71,72,73,78,80,81,81,81,82,99
19/07/2021,1,1,11,18,23,27,29,32,32,33,33,37,39,39,42,43,46,46,69,76,77,79,82,87,89,90,90
18/07/2021,2,3,3,3,7,8,11,12,21,25,29,30,42,44,44,44,56,64,67,68,72,73,75,80,83,88,93
17/07/2021,2,10,18,19,30,35,36,38,42,44,44,46,46,47,47,48,48,49,53,65,67,70,79,86,90,97,99
16/07/2021,8,9,10,11,14,14,15,19,20,20,24,27,31,39,42,56,60,62,66,72,76,82,85,87,94,95,96
15/07/2021,2,3,4,5,9,11,16,16,16,23,23,32,35,36,48,52,54,57,61,70,77,80,82,87,87,93,96
14/07/2021,7,10,22,24,29,31,31,31,34,39,40,41,43,46,47,50,53,55,64,64,65,81,90,91,91,96,97
13/07/2021,1,6,7,13,18,25,30,35,36,45,48,54,56,61,63,64,75,75,89,89,90,93,93,94,94,95,97
12/07/2021,4,4,7,21,23,24,27,33,37,42,43,43,44,46,48,49,53,57,65,70,72,73,81,83,88,99,99
11/07/2021,1,4,7,7,20,21,33,35,38,40,41,42,49,51,55,55,56,62,63,69,77,83,85,85,94,94,98
10/07/2021,2,5,8,8,10,15,17,23,32,33,34,35,38,45,60,62,65,69,75,79,84,85,91,91,94,95,96
09/07/2021,3,3,5,5,9,18,21,21,29,49,55,57,60,62,64,69,71,74,75,77,78,79,81,85,97,97,99
08/07/2021,2,7,21,25,27,28,30,33,44,46,46,50,54,59,71,72,72,72,73,74,76,76,82,87,94,98,99
07/07/2021,4,4,6,8,12,18,19,21,21,22,27,30,35,42,44,49,57,59,67,67,74,82,83,85,89,90,98
06/07/2021,4,8,10,19,21,22,23,26,28,42,49,51,51,54,56,59,62,63,64,68,69,71,78,80,83,92,95
05/07/2021,1,4,12,15,16,18,24,26,28,28,39,39,42,45,47,52,57,68,68,70,81,84,88,89,90,95,97
04/07/2021,11,16,16,17,18,18,24,29,31,33,37,39,39,43,46,47,49,52,62,67,69,71,76,77,81,84,94
03/07/2021,4,4,18,34,37,40,41,42,44,44,45,45,45,47,48,48,49,52,54,59,66,67,69,83,85,88,89
02/07/2021,1,16,17,20,22,28,28,32,36,40,40,53,59,62,75,78,80,80,81,86,86,87,88,90,91,95,99
01/07/2021,7,10,13,19,19,30,30,31,31,32,34,43,46,50,58,61,63,70,75,78,80,81,81,85,93,95,96
30/06/2021,2,5,8,8,9,11,12,15,22,32,39,50,60,61,62,63,63,67,69,69,71,72,72,72,82,94,96
29/06/2021,7,7,9,17,19,19,24,24,27,29,30,39,43,46,47,48,52,58,60,65,74,77,78,83,85,91,98
28/06/2021,11,16,20,21,29,31,31,31,37,39,39,41,44,48,49,54,58,60,62,64,66,70,71,77,80,82,98
27/06/2021,1,15,16,24,30,30,34,36,37,40,45,50,60,63,64,68,70,74,75,78,81,84,85,87,96,97,98
26/06/2021,0,1,5,10,19,26,27,39,39,42,48,49,49,49,51,52,61,63,66,74,78,78,79,84,84,90,90
25/06/2021,3,3,5,15,15,19,22,25,29,33,35,35,38,49,52,56,60,64,71,74,75,81,85,85,90,94,96
24/06/2021,4,10,19,19,22,22,24,28,35,35,37,39,44,52,55,59,62,67,72,75,79,82,85,86,92,94,96
23/06/2021,6,10,15,17,17,24,32,33,34,36,41,43,50,54,58,59,60,66,67,68,82,84,87,87,94,96,99
22/06/2021,1,2,5,9,17,18,18,20,30,32,42,45,46,47,52,58,58,60,68,73,79,80,86,96,96,98,99
21/06/2021,0,2,4,10,11,17,20,25,25,26,30,31,32,35,41,48,58,59,63,69,72,73,80,81,83,89,98
20/06/2021,1,3,4,5,14,15,18,23,26,31,33,35,43,48,60,67,68,70,75,75,78,80,82,85,87,90,99
19/06/2021,10,11,11,12,12,16,18,20,20,22,25,37,47,49,49,50,56,64,65,70,72,76,80,81,83,92,95
18/06/2021,3,6,8,8,13,19,21,29,30,32,37,38,47,52,52,54,55,61,63,63,65,67,79,80,87,91,94
17/06/2021,2,3,7,7,10,10,14,14,17,17,21,23,26,35,39,41,43,45,54,62,63,66,67,68,81,92,97
16/06/2021,3,4,10,11,12,15,22,22,22,22,33,41,47,49,49,55,56,71,84,86,88,90,91,95,98,99,99
15/06/2021,1,3,16,22,23,25,27,31,33,36,37,39,43,49,50,59,65,67,68,73,77,78,83,85,93,97,99
14/06/2021,6,13,21,21,23,25,32,34,36,40,44,45,46,46,48,51,54,55,70,75,75,76,77,80,86,89,90
13/06/2021,0,2,6,8,15,23,24,27,36,41,43,45,46,48,49,50,53,54,57,59,63,69,75,76,77,79,88
12/06/2021,0,1,1,3,4,17,18,19,22,23,35,38,39,46,49,55,56,57,60,64,66,67,76,83,84,86,99
11/06/2021,2,3,5,8,9,11,14,18,20,25,26,27,30,35,41,43,45,45,48,61,65,71,77,82,84,89,92
10/06/2021,6,8,9,13,18,32,35,35,36,40,42,42,43,43,45,50,57,61,65,67,68,74,79,82,84,96,98
09/06/2021,0,5,6,7,8,10,12,16,18,29,38,42,46,48,54,56,57,59,72,83,93,94,95,95,96,97,99
08/06/2021,1,4,5,8,19,23,24,25,26,39,41,43,44,55,59,61,64,66,66,67,74,90,91,93,95,98,98
07/06/2021,0,2,2,3,15,22,23,31,35,41,41,43,45,48,50,52,54,59,66,76,80,82,83,87,89,89,99
06/06/2021,6,7,9,9,14,18,21,21,33,36,39,43,45,48,52,55,60,63,63,69,82,88,89,91,93,99,99
05/06/2021,1,2,4,7,11,12,12,13,30,33,36,37,38,41,44,44,45,55,60,63,64,65,77,82,89,89,92
04/06/2021,2,10,10,16,16,17,19,20,21,22,23,24,25,30,41,41,42,54,60,64,68,71,73,78,94,94,98
03/06/2021,2,9,15,18,21,31,40,50,50,53,56,57,59,63,65,70,75,78,79,81,82,84,84,90,93,96,98
02/06/2021,3,3,4,7,7,14,14,16,17,17,21,26,32,39,42,44,46,48,52,53,61,74,76,77,78,79,84
01/06/2021,5,12,13,16,22,24,25,25,29,29,36,37,47,47,47,63,64,66,70,73,77,80,80,82,92,93,95
31/05/2021,1,6,7,10,21,27,31,40,41,45,45,50,50,59,60,60,61,62,67,74,75,75,76,77,80,89,94
30/05/2021,0,6,10,11,14,17,21,29,31,35,50,53,53,63,65,66,71,73,73,73,77,82,90,96,97,97,99
29/05/2021,0,13,13,14,14,15,32,40,41,44,46,50,56,64,71,72,73,75,75,87,87,87,88,92,95,96,99
28/05/2021,3,7,8,11,14,15,16,19,28,28,29,33,44,48,49,50,67,74,75,76,76,80,82,95,95,96,96
27/05/2021,2,3,5,9,18,20,29,31,34,40,43,47,47,59,72,72,74,77,78,78,79,79,81,92,93,95,99
26/05/2021,1,3,4,8,9,11,18,32,33,33,35,36,38,41,45,45,49,57,61,62,64,71,75,78,82,96,97
25/05/2021,0,12,14,20,20,23,29,43,44,44,49,52,61,62,65,65,66,71,79,80,82,83,83,84,85,86,98
24/05/2021,0,2,9,12,15,29,31,40,41,41,51,59,59,62,69,69,75,76,79,83,85,85,88,89,90,92,93
23/05/2021,7,10,10,13,22,27,29,32,35,35,36,41,45,49,49,53,57,57,58,60,64,65,66,69,74,87,97
22/05/2021,0,5,6,10,25,27,28,30,37,38,40,46,49,51,55,56,59,62,64,69,73,74,76,82,87,90,97
21/05/2021,0,2,2,4,7,9,23,29,33,34,37,46,47,49,51,53,54,65,67,74,75,82,84,89,91,92,95
20/05/2021,4,6,8,10,11,14,22,26,33,37,39,40,41,45,60,63,67,67,71,76,79,80,81,82,83,90,98
19/05/2021,1,4,8,12,19,23,23,26,31,36,39,40,46,58,59,65,70,71,72,72,80,81,86,87,92,93,99
18/05/2021,5,9,9,20,20,28,29,33,39,47,48,51,53,57,63,67,68,82,86,88,89,90,90,92,93,97,98
17/05/2021,10,13,18,19,21,26,26,35,36,41,41,44,47,54,54,55,59,63,67,73,79,83,88,91,91,94,98
16/05/2021,7,7,14,17,17,20,28,31,31,32,44,51,51,58,63,65,66,69,71,84,85,89,93,94,95,98,98
15/05/2021,4,8,11,15,16,19,21,25,29,41,43,45,48,52,55,58,63,64,76,77,77,80,87,93,93,94,95
14/05/2021,2,3,13,14,15,24,24,27,29,30,31,32,37,45,47,50,51,55,66,67,79,85,85,86,87,89,94
13/05/2021,2,5,9,12,17,18,19,20,23,31,33,33,39,44,47,61,64,65,78,81,83,88,88,91,91,96,99
12/05/2021,2,12,13,13,16,17,19,22,26,31,42,42,44,46,47,50,50,52,55,64,67,68,70,72,74,79,81
11/05/2021,4,4,6,8,13,13,18,20,21,26,36,47,50,51,52,54,56,58,69,70,72,74,82,83,83,86,86
10/05/2021,2,2,3,4,7,16,17,28,28,29,34,37,38,39,39,42,45,46,47,49,51,53,57,57,66,77,87
09/05/2021,1,4,5,6,11,12,12,13,15,36,42,46,46,48,49,50,55,58,60,66,69,72,84,87,94,98,99
08/05/2021,0,4,7,18,22,25,28,33,38,42,42,50,56,59,65,67,68,75,78,80,82,86,88,93,93,96,99
07/05/2021,10,13,17,20,21,27,27,27,31,38,39,43,45,47,52,53,55,56,68,71,80,82,83,86,87,92,95
06/05/2021,6,8,10,10,13,24,25,34,35,36,38,41,44,53,54,59,60,66,66,66,67,79,79,84,84,86,88
05/05/2021,2,15,17,22,29,31,33,36,36,40,43,44,44,46,53,56,61,63,66,69,72,75,76,79,88,89,90
04/05/2021,2,8,10,16,21,22,24,26,32,33,37,45,49,54,57,68,70,78,78,80,80,80,81,85,93,96,98
03/05/2021,3,12,16,16,17,25,28,29,36,37,40,41,47,49,56,60,61,66,68,72,72,74,81,83,87,88,91
02/05/2021,1,5,10,13,13,13,33,34,43,52,59,61,64,69,69,70,73,75,76,78,79,85,86,88,97,98,99
01/05/2021,10,11,11,13,15,20,20,21,28,28,37,40,40,41,48,52,56,57,65,67,68,81,89,89,89,93,99
30/04/2021,2,6,8,9,17,19,21,21,22,26,27,29,29,31,36,36,36,39,54,56,73,76,79,80,88,89,99
29/04/2021,11,16,17,21,23,26,27,29,35,36,42,51,53,53,54,57,58,60,71,72,76,84,86,89,90,92,95
28/04/2021,0,4,5,8,13,15,17,19,23,30,43,45,49,50,59,60,60,64,67,71,71,78,82,83,86,96,98
27/04/2021,2,7,9,11,12,14,25,27,29,33,38,39,46,48,56,58,59,62,67,69,71,73,76,89,94,95,99
26/04/2021,2,10,12,12,14,16,19,23,36,52,55,58,64,65,68,75,75,78,78,80,81,83,84,86,86,94,96
25/04/2021,1,4,6,7,7,12,21,23,28,32,36,40,41,44,45,50,52,57,62,64,78,82,88,91,91,93,99
24/04/2021,2,4,13,15,20,20,22,23,25,38,44,44,46,47,51,60,62,63,66,72,76,77,77,79,89,97,98
23/04/2021,7,9,11,24,25,26,26,28,32,35,41,47,52,53,55,60,62,67,68,68,77,78,81,84,86,92,94
22/04/2021,1,13,16,28,29,32,33,37,38,39,42,46,48,48,49,60,63,67,67,68,68,77,79,84,92,95,96
21/04/2021,1,1,14,18,18,21,32,34,35,36,37,41,41,41,43,47,50,51,53,55,69,73,77,90,96,97,99
20/04/2021,10,10,11,12,13,20,21,33,37,46,47,48,48,51,56,59,64,65,66,71,75,76,79,88,90,91,99
19/04/2021,0,2,3,4,7,9,13,16,19,37,37,37,40,48,51,53,53,65,66,69,74,80,80,86,88,90,98
18/04/2021,0,6,6,8,8,11,15,16,16,20,27,30,35,47,49,52,52,54,56,62,70,70,71,75,77,79,89
17/04/2021,0,5,10,12,13,15,21,25,28,29,29,34,38,50,52,52,58,64,80,80,82,83,88,89,95,97,99
16/04/2021,6,6,8,8,14,17,18,21,22,24,27,27,32,40,42,45,49,51,56,63,66,84,88,88,89,90,99
15/04/2021,0,3,6,10,10,16,19,23,32,34,36,37,37,37,42,42,44,46,46,49,56,61,61,62,65,73,82
14/04/2021,1,2,5,11,14,15,20,23,32,32,35,38,38,39,48,51,59,67,72,76,80,82,83,84,95,96,98
13/04/2021,0,5,5,7,11,17,21,30,36,43,47,52,53,55,56,56,65,74,80,80,82,87,92,94,97,98,99
12/04/2021,15,16,16,16,16,19,20,32,36,39,42,45,45,46,49,52,62,67,70,72,82,84,88,97,98,99,99
11/04/2021,0,5,13,19,21,21,22,23,25,29,30,30,34,38,48,49,56,66,67,71,80,80,83,87,88,96,97
10/04/2021,6,13,26,27,36,37,43,44,46,52,54,58,60,63,64,71,75,76,77,81,82,83,86,87,92,95,98
09/04/2021,3,4,15,18,31,33,39,41,46,49,51,52,53,54,62,69,70,71,75,81,83,84,91,92,93,95,97
08/04/2021,3,4,7,7,10,11,18,22,22,31,33,36,37,40,40,42,47,53,67,78,79,79,84,84,86,90,94
07/04/2021,0,3,4,10,13,16,18,28,33,35,39,42,52,56,59,70,70,73,73,75,81,84,88,93,96,98,98
06/04/2021,0,1,1,11,14,25,34,44,44,44,45,45,46,47,48,51,53,57,59,59,60,68,74,74,82,93,93
05/04/2021,0,6,8,11,12,15,25,26,42,43,48,51,56,57,59,60,61,67,68,74,81,82,86,87,91,95,96
04/04/2021,4,9,11,14,24,29,29,33,35,36,37,41,41,42,44,54,55,58,65,73,74,78,81,90,91,97,99
03/04/2021,3,5,8,10,10,13,17,25,28,30,33,35,37,38,61,63,66,67,74,75,77,81,83,86,91,91,95
02/04/2021,6,8,10,15,15,16,17,19,33,43,43,45,48,50,51,52,58,66,67,68,81,82,82,86,88,91,95
01/04/2021,1,1,2,3,5,7,11,18,19,22,23,29,29,36,37,52,54,61,65,72,77,77,82,87,93,96,98
31/03/2021,3,13,16,18,20,28,31,39,40,42,44,50,51,54,55,56,58,63,65,68,71,76,78,79,88,92,96
30/03/2021,3,13,14,15,18,19,37,37,43,43,49,50,55,58,59,64,64,68,68,70,70,72,81,85,89,92,97
29/03/2021,0,1,3,8,12,25,38,40,48,56,57,58,58,62,62,63,70,70,72,73,82,89,90,94,94,99,99
28/03/2021,3,5,7,8,12,13,20,28,35,39,42,49,53,54,55,63,67,69,70,77,80,80,83,85,89,95,98
27/03/2021,1,5,10,17,23,29,31,31,32,38,38,40,41,43,43,45,54,54,56,60,64,72,74,83,92,92,94
26/03/2021,6,9,9,11,18,22,26,29,38,41,42,49,55,57,59,63,63,68,71,71,75,76,79,83,86,88,89
25/03/2021,3,4,5,6,7,11,13,18,19,22,24,26,27,34,36,52,57,59,63,69,73,80,88,90,90,91,93
24/03/2021,2,2,4,6,7,9,10,17,21,25,27,34,38,38,40,50,51,59,59,60,61,62,68,69,70,88,91
23/03/2021,3,7,16,17,21,22,28,29,39,40,41,47,52,53,54,54,57,63,66,74,78,78,84,89,89,94,98
22/03/2021,2,5,9,10,11,15,19,26,36,37,38,41,44,46,49,51,55,55,59,61,66,68,74,78,81,84,86
21/03/2021,2,3,5,14,17,33,34,35,39,40,40,51,56,60,61,62,62,62,65,66,67,67,71,82,82,84,93
20/03/2021,5,8,11,18,20,21,27,31,37,38,38,39,43,48,48,48,49,51,59,66,68,72,72,76,84,89,96
19/03/2021,0,5,5,6,8,8,8,14,18,20,24,24,26,30,32,43,45,48,50,51,78,78,85,89,93,93,99
18/03/2021,6,13,17,24,26,26,31,33,34,38,39,42,46,46,46,50,51,63,66,69,76,84,84,86,87,89,90
17/03/2021,0,1,2,7,16,16,24,27,29,29,33,37,38,52,52,52,53,60,62,66,68,70,72,88,89,94,99
16/03/2021,6,8,10,11,12,14,14,14,16,16,32,33,33,38,39,51,53,54,58,64,66,66,74,83,85,86,95
15/03/2021,2,10,22,24,25,28,29,29,31,31,39,40,41,45,45,46,56,57,62,67,67,79,83,87,87,98,98
14/03/2021,2,4,6,16,29,32,33,38,38,39,41,51,56,58,60,64,71,77,81,81,81,85,87,88,90,91,93
13/03/2021,0,2,9,12,16,20,22,28,32,33,34,39,42,43,47,56,58,62,63,63,64,71,80,84,90,93,97
12/03/2021,1,3,3,9,15,22,29,36,38,39,39,40,41,63,66,70,75,77,83,84,84,88,89,89,93,97,98
11/03/2021,13,16,16,18,25,26,27,31,37,38,43,61,66,68,71,72,73,74,79,81,84,90,91,93,94,96,97
10/03/2021,6,10,11,17,20,24,33,36,39,42,42,54,59,62,67,70,75,76,77,85,92,93,94,95,98,99,99
09/03/2021,2,4,9,19,25,26,33,36,36,42,44,45,45,62,62,69,69,70,75,75,77,77,78,81,88,95,97
08/03/2021,9,9,12,14,15,17,17,31,36,38,43,44,44,46,47,50,59,59,65,67,75,75,80,84,88,89,92
07/03/2021,0,3,14,15,25,32,33,34,39,40,40,43,45,47,49,55,55,57,59,61,64,66,67,67,68,75,93
06/03/2021,1,8,11,13,18,18,25,27,30,34,37,40,42,45,46,47,55,57,60,60,61,64,68,71,82,90,98
05/03/2021,4,9,11,11,14,18,22,25,32,35,36,40,40,40,52,57,59,66,69,70,70,71,74,78,84,86,92
04/03/2021,0,9,10,13,14,27,33,35,37,40,51,52,58,60,60,62,63,63,69,76,78,80,80,85,88,90,94
03/03/2021,2,5,10,10,21,22,23,26,42,44,46,46,69,70,70,73,74,75,77,79,95,95,96,97,97,98,99
02/03/2021,6,11,15,20,30,33,44,44,50,52,53,53,54,54,62,65,68,68,69,71,76,77,82,88,91,95,97
01/03/2021,6,8,11,12,18,29,41,46,49,56,66,68,68,69,76,77,79,79,83,86,87,87,88,88,91,93,99
28/02/2021,4,9,10,10,18,32,35,37,40,42,43,43,43,44,45,47,52,55,60,75,75,76,77,77,82,94,98
27/02/2021,4,6,13,18,18,21,22,27,38,42,54,66,67,71,73,75,77,78,79,82,83,83,86,86,88,88,91
26/02/2021,0,2,3,4,10,11,11,14,21,22,25,26,30,31,33,36,37,40,42,43,45,51,66,66,69,70,79
25/02/2021,5,6,11,11,13,17,29,31,33,41,45,46,55,55,60,64,69,72,73,74,75,77,84,89,97,98,99
24/02/2021,2,9,15,17,19,22,32,38,39,40,43,47,50,54,60,64,68,68,74,77,78,85,85,86,91,93,93
23/02/2021,1,1,6,8,10,13,17,21,26,28,32,43,58,58,59,64,65,69,74,75,81,83,86,87,91,97,98
22/02/2021,5,8,16,16,18,18,24,25,25,26,29,32,32,33,42,43,43,62,63,67,68,71,75,83,87,93,98
21/02/2021,5,7,8,8,10,13,16,19,20,20,24,27,40,40,49,49,50,69,69,72,77,78,82,88,94,95,98
20/02/2021,6,9,9,14,15,30,33,37,37,39,43,44,47,47,49,58,67,69,71,78,82,82,84,86,88,89,90
19/02/2021,3,3,3,6,6,8,8,16,18,20,20,22,23,24,26,33,33,35,43,54,59,59,64,67,78,82,85
18/02/2021,6,8,8,9,10,23,24,25,26,29,33,34,34,46,47,47,60,63,69,70,75,77,80,81,82,89,99
17/02/2021,8,8,16,27,29,32,32,33,38,54,57,58,64,64,65,65,68,69,72,77,82,85,87,90,90,90,99
16/02/2021,0,3,9,9,16,17,19,20,22,23,32,41,44,46,48,51,53,57,58,66,70,72,75,85,86,89,94
15/02/2021,14,15,35,41,41,41,46,52,55,58,61,63,64,65,80,82,82,84,86,86,88,89,90,91,93,94,96
10/02/2021,0,4,7,8,10,12,21,22,29,32,33,34,36,39,40,44,61,62,63,64,68,75,75,78,81,87,89
09/02/2021,12,18,28,32,36,36,38,47,50,52,55,58,62,63,66,66,67,71,82,84,84,87,89,89,90,92,94
08/02/2021,5,12,14,14,15,18,25,25,28,33,38,46,56,58,75,76,79,80,82,88,89,91,91,92,93,98,99
07/02/2021,7,10,13,14,19,25,29,34,35,42,44,52,53,54,55,57,64,65,70,71,71,74,77,77,78,80,93
06/02/2021,3,6,7,7,9,9,11,11,13,19,21,24,27,29,30,39,46,63,64,68,70,78,78,85,87,90,99
05/02/2021,7,14,15,17,17,18,20,20,21,23,25,27,28,32,32,39,44,64,68,68,70,73,78,81,88,92,98
